HASHTAG FILE relative_frequency_H_C  frequency_H_in_C  frequency_H_overall  count_H_in_C count_hashtags_in_C count_H_entire_dataset count_hashtags_entire_dataset
HandsOffHitler 1046608631968538624.hashtags 213.28506787330316744218  .92307692307692307692  .00432790224032586558  12 13 17 3928
StopKissinger 1046608631968538624.hashtags 302.15384615384616152992  .07692307692307692307  .00025458248472505091  1 13 1 3928
HandsOffHitler 1046608631968538624.hashtags 213.28506787330316744218  .92307692307692307692  .00432790224032586558  12 13 17 3928
HandsOffHitler 1046608631968538624.hashtags 213.28506787330316744218  .92307692307692307692  .00432790224032586558  12 13 17 3928
allergy 105433445.hashtags 122.75000000000000072177  .06250000000000000000  .00050916496945010183  1 16 2 3928
Benadryl 105433445.hashtags 245.50000000000000626516  .06250000000000000000  .00025458248472505091  1 16 1 3928
SideEffects 105433445.hashtags 10.67391304347826088675  .06250000000000000000  .00585539714867617107  1 16 23 3928
Kindness 105433445.hashtags 70.14285714285714307278  .12500000000000000000  .00178207739307535641  2 16 7 3928
KindnessMatters 105433445.hashtags 61.37500000000000036088  .06250000000000000000  .00101832993890020366  1 16 4 3928
MaskMandates 105433445.hashtags 30.68750000000000002976  .06250000000000000000  .00203665987780040733  1 16 8 3928
CovidIsNotOver 105433445.hashtags 3.27333333333333333457  .06250000000000000000  .01909368635437881873  1 16 75 3928
COVIDisAirborne 105433445.hashtags 1.96400000000000000013  .06250000000000000000  .03182281059063136456  1 16 125 3928
MaskUp 105433445.hashtags 3.77692307692307692360  .06250000000000000000  .01654786150712830957  1 16 65 3928
IStandWithUkraine 105433445.hashtags 9.82000000000000000373  .06250000000000000000  .00636456211812627291  1 16 25 3928
PutinIsaWarCriminal 105433445.hashtags 14.44117647058823529561  .06250000000000000000  .00432790224032586558  1 16 17 3928
PutinPuppet 105433445.hashtags 61.37500000000000036088  .06250000000000000000  .00101832993890020366  1 16 4 3928
LeMMMMMMSnow 105433445.hashtags 61.37500000000000036088  .06250000000000000000  .00101832993890020366  1 16 4 3928
Perth 105433445.hashtags 35.07142857142857143799  .12500000000000000000  .00356415478615071283  2 16 14 3928
Ontario 105433445.hashtags 1.04025423728813559327  .06250000000000000000  .06008146639511201629  1 16 236 3928
PerthBlizzard 105433445.hashtags 245.50000000000000626516  .06250000000000000000  .00025458248472505091  1 16 1 3928
OlympicGames 1060751816.hashtags 65.46666666666666748019  .05000000000000000000  .00076374745417515274  1 20 3 3928
GOLD 1060751816.hashtags 49.10000000000000028870  .05000000000000000000  .00101832993890020366  1 20 4 3928
IceHockey 1060751816.hashtags 98.20000000000000057741  .05000000000000000000  .00050916496945010183  1 20 2 3928
CANADA 1060751816.hashtags 196.40000000000000501212  .05000000000000000000  .00025458248472505091  1 20 1 3928
Valieva 1060751816.hashtags 196.40000000000000115483  .10000000000000000000  .00050916496945010183  2 20 2 3928
Gold 1060751816.hashtags 10.91111111111111112764  .05000000000000000000  .00458248472505091649  1 20 18 3928
ROC 1060751816.hashtags 24.55000000000000002381  .10000000000000000000  .00407331975560081466  2 20 16 3928
doping 1060751816.hashtags 98.20000000000000057741  .05000000000000000000  .00050916496945010183  1 20 2 3928
ROC 1060751816.hashtags 24.55000000000000002381  .10000000000000000000  .00407331975560081466  2 20 16 3928
Russia 1060751816.hashtags .26433378196500672948  .05000000000000000000  .18915478615071283095  1 20 743 3928
KamilaValieva 1060751816.hashtags 196.40000000000000501212  .05000000000000000000  .00025458248472505091  1 20 1 3928
BEIJING2022 1060751816.hashtags 196.40000000000000501212  .05000000000000000000  .00025458248472505091  1 20 1 3928
Olympics 1060751816.hashtags 20.67368421052631580418  .10000000000000000000  .00483706720977596741  2 20 19 3928
Curling 1060751816.hashtags 98.20000000000000057741  .05000000000000000000  .00050916496945010183  1 20 2 3928
TeamCanada 1060751816.hashtags 24.55000000000000002381  .05000000000000000000  .00203665987780040733  1 20 8 3928
Beijing2022 1060751816.hashtags 24.55000000000000002381  .05000000000000000000  .00203665987780040733  1 20 8 3928
Olympics2022 1060751816.hashtags 28.05714285714285722911  .05000000000000000000  .00178207739307535641  1 20 7 3928
MensHockey 1060751816.hashtags 196.40000000000000501212  .05000000000000000000  .00025458248472505091  1 20 1 3928
Canada 1060751816.hashtags 1.93180327868852459020  .15000000000000000000  .07764765784114052953  3 20 305 3928
GoCanadaGo 1060751816.hashtags 17.85454545454545455480  .05000000000000000000  .00280040733197556008  1 20 11 3928
abcBossBaby 1066773270773547008.hashtags 982.00000000000002506064  .25000000000000000000  .00025458248472505091  1 4 1 3928
bossbabyabc 1066773270773547008.hashtags 982.00000000000002506064  .25000000000000000000  .00025458248472505091  1 4 1 3928
DaunteWright 1066773270773547008.hashtags 982.00000000000002506064  .25000000000000000000  .00025458248472505091  1 4 1 3928
AirFreshener 1066773270773547008.hashtags 491.00000000000000288708  .25000000000000000000  .00050916496945010183  1 4 2 3928
BorisJohnsonOut 1073606435580325889.hashtags 218.22222222222222350318  .11111111111111111111  .00050916496945010183  1 9 2 3928
ToriesOut 1073606435580325889.hashtags 39.67676767676767678805  .11111111111111111111  .00280040733197556008  1 9 11 3928
JohnsonOut 1073606435580325889.hashtags 11.63851851851851852283  .22222222222222222222  .01909368635437881873  2 9 75 3928
private 1073606435580325889.hashtags 26.45117845117845119203  .22222222222222222222  .00840122199592668024  2 9 33 3928
depop 1073606435580325889.hashtags 218.22222222222222350318  .22222222222222222222  .00101832993890020366  2 9 4 3928
private 1073606435580325889.hashtags 26.45117845117845119203  .22222222222222222222  .00840122199592668024  2 9 33 3928
depop 1073606435580325889.hashtags 218.22222222222222350318  .22222222222222222222  .00101832993890020366  2 9 4 3928
bank 1073606435580325889.hashtags 7.15482695810564663307  .11111111111111111111  .01552953156822810590  1 9 61 3928
funds 1073606435580325889.hashtags 21.82222222222222226460  .11111111111111111111  .00509164969450101832  1 9 20 3928
irs 1074480192.hashtags 3.97973657548125633291  .14285714285714285714  .03589613034623217922  1 7 141 3928
cancuncruz 1074480192.hashtags 561.14285714285715716628  .14285714285714285714  .00025458248472505091  1 7 1 3928
ClimateCrisis 1074480192.hashtags 11.93920972644376899707  .28571428571428571428  .02393075356415478615  2 7 94 3928
ClimateCrisis 1074480192.hashtags 11.93920972644376899707  .28571428571428571428  .02393075356415478615  2 7 94 3928
MAGA 1074480192.hashtags 17.00432900432900433756  .14285714285714285714  .00840122199592668024  1 7 33 3928
WellRegulatedMilitia 1074480192.hashtags 561.14285714285715716628  .14285714285714285714  .00025458248472505091  1 7 1 3928
censorship 1074480192.hashtags 561.14285714285715716628  .14285714285714285714  .00025458248472505091  1 7 1 3928
RentControlNow 1077214808.hashtags 1309.33333333333334101912  .66666666666666666666  .00050916496945010183  2 3 2 3928
RentControlNow 1077214808.hashtags 1309.33333333333334101912  .66666666666666666666  .00050916496945010183  2 3 2 3928
rentcontrol 1077214808.hashtags 187.04761904761904819221  .33333333333333333333  .00178207739307535641  1 3 7 3928
VotingRightsAct 1080844782.hashtags 46.76190476190476217878  .07142857142857142857  .00152749490835030549  1 14 6 3928
VotingRightsNow 1080844782.hashtags 140.28571428571428653636  .14285714285714285714  .00101832993890020366  2 14 4 3928
ThursdayThoughts 1080844782.hashtags 140.28571428571428653636  .07142857142857142857  .00050916496945010183  1 14 2 3928
ThursdayMotivation 1080844782.hashtags 280.57142857142857858314  .07142857142857142857  .00025458248472505091  1 14 1 3928
SinemaEndsDemocracy 1080844782.hashtags 280.57142857142857197063  .35714285714285714285  .00127291242362525458  5 14 5 3928
VotingRights 1080844782.hashtags 59.06766917293233086791  .28571428571428571428  .00483706720977596741  4 14 19 3928
OnThisDay 1080844782.hashtags 280.57142857142857858314  .07142857142857142857  .00025458248472505091  1 14 1 3928
SinemaEndsDemocracy 1080844782.hashtags 280.57142857142857197063  .35714285714285714285  .00127291242362525458  5 14 5 3928
SinemaEndsDemocracy 1080844782.hashtags 280.57142857142857197063  .35714285714285714285  .00127291242362525458  5 14 5 3928
SinemaEndsDemocracy 1080844782.hashtags 280.57142857142857197063  .35714285714285714285  .00127291242362525458  5 14 5 3928
SinemaEndsDemocracy 1080844782.hashtags 280.57142857142857197063  .35714285714285714285  .00127291242362525458  5 14 5 3928
ReformTheFilibuster 1080844782.hashtags 280.57142857142857858314  .07142857142857142857  .00025458248472505091  1 14 1 3928
PRRRRRRVotingRightsNow 1080844782.hashtags 280.57142857142857858314  .07142857142857142857  .00025458248472505091  1 14 1 3928
NOTbuyingITsinema 1080844782.hashtags 280.57142857142857858314  .07142857142857142857  .00025458248472505091  1 14 1 3928
BodyLanguage 1094713876132872192.hashtags 982.00000000000002506064  .25000000000000000000  .00025458248472505091  1 4 1 3928
pathetic 1094713876132872192.hashtags 109.11111111111111151457  .25000000000000000000  .00229124236252545824  1 4 9 3928
GOJOE 1094713876132872192.hashtags 982.00000000000000577416  .50000000000000000000  .00050916496945010183  2 4 2 3928
GOJOE 1094713876132872192.hashtags 982.00000000000000577416  .50000000000000000000  .00050916496945010183  2 4 2 3928
pandemic 1094971056358637568.hashtags 1.82189239332096474932  .04081632653061224489  .02240325865580448065  2 49 88 3928
ZeroCovid 1094971056358637568.hashtags 17.81405895691609979894  .08163265306122448979  .00458248472505091649  4 49 18 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
Omicron 1094971056358637568.hashtags 1.73014241667890177649  .06122448979591836734  .03538696537678207739  3 49 139 3928
LongCovid 1094971056358637568.hashtags .30136565904557311636  .02040816326530612244  .06771894093686354378  1 49 266 3928
UnsafeSchools 1094971056358637568.hashtags 40.08163265306122470784  .02040816326530612244  .00050916496945010183  1 49 2 3928
Omicron 1094971056358637568.hashtags 1.73014241667890177649  .06122448979591836734  .03538696537678207739  3 49 139 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
ZeroCOVID 1094971056358637568.hashtags 40.08163265306122470784  .02040816326530612244  .00050916496945010183  1 49 2 3928
Covid_19 1094971056358637568.hashtags 12.33281004709576139569  .04081632653061224489  .00330957230142566191  2 49 13 3928
NYTimes 1094971056358637568.hashtags 66.80272108843537453925  .10204081632653061224  .00152749490835030549  5 49 6 3928
ZeroCovid 1094971056358637568.hashtags 17.81405895691609979894  .08163265306122448979  .00458248472505091649  4 49 18 3928
ZeroCovid 1094971056358637568.hashtags 17.81405895691609979894  .08163265306122448979  .00458248472505091649  4 49 18 3928
herdimmunity 1094971056358637568.hashtags 80.16326530612244943532  .04081632653061224489  .00050916496945010183  2 49 2 3928
SARS_CoV_2 1094971056358637568.hashtags 80.16326530612245099008  .02040816326530612244  .00025458248472505091  1 49 1 3928
NYTimes 1094971056358637568.hashtags 66.80272108843537453925  .10204081632653061224  .00152749490835030549  5 49 6 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
NYTimes 1094971056358637568.hashtags 66.80272108843537453925  .10204081632653061224  .00152749490835030549  5 49 6 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
pandemic 1094971056358637568.hashtags 1.82189239332096474932  .04081632653061224489  .02240325865580448065  2 49 88 3928
Covid19 1094971056358637568.hashtags 1.95520159283225485349  .02040816326530612244  .01043788187372708757  1 49 41 3928
herdimmunity 1094971056358637568.hashtags 80.16326530612244943532  .04081632653061224489  .00050916496945010183  2 49 2 3928
MeToo 1094971056358637568.hashtags 40.08163265306122471766  .04081632653061224489  .00101832993890020366  2 49 4 3928
NoWarWithRussia 1094971056358637568.hashtags 6.68027210884353742943  .02040816326530612244  .00305498981670061099  1 49 12 3928
NoWar 1094971056358637568.hashtags 7.28756957328385900053  .04081632653061224489  .00560081466395112016  2 49 22 3928
Uyghurs 1094971056358637568.hashtags 16.03265306122448982015  .02040816326530612244  .00127291242362525458  1 49 5 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
Putin 1094971056358637568.hashtags .14163121078820220662  .02040816326530612244  .14409368635437881873  1 49 566 3928
imperialism 1094971056358637568.hashtags 20.04081632653061235392  .02040816326530612244  .00101832993890020366  1 49 4 3928
Pandemic 1094971056358637568.hashtags 4.71548619447779111485  .02040816326530612244  .00432790224032586558  1 49 17 3928
Covid_19 1094971056358637568.hashtags 12.33281004709576139569  .04081632653061224489  .00330957230142566191  2 49 13 3928
MeToo 1094971056358637568.hashtags 40.08163265306122471766  .04081632653061224489  .00101832993890020366  2 49 4 3928
Ukraine 1094971056358637568.hashtags .43805063008810081408  .10204081632653061224  .23294297352342158859  5 49 915 3928
NATO 1094971056358637568.hashtags 1.48450491307634164720  .02040816326530612244  .01374745417515274949  1 49 54 3928
UkraineRussianWar 1094971056358637568.hashtags 12.33281004709576139569  .04081632653061224489  .00330957230142566191  2 49 13 3928
NoFlyZoneOverUkraine 1094971056358637568.hashtags 13.36054421768707490261  .02040816326530612244  .00152749490835030549  1 49 6 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
UkraineRussianWar 1094971056358637568.hashtags 12.33281004709576139569  .04081632653061224489  .00330957230142566191  2 49 13 3928
Omicron 1094971056358637568.hashtags 1.73014241667890177649  .06122448979591836734  .03538696537678207739  3 49 139 3928
UkraineWar 1094971056358637568.hashtags 4.71548619447779111485  .02040816326530612244  .00432790224032586558  1 49 17 3928
Mariupol 1094971056358637568.hashtags 1.29295589203423304771  .02040816326530612244  .01578411405295315682  1 49 62 3928
NYTimes 1094971056358637568.hashtags 66.80272108843537453925  .10204081632653061224  .00152749490835030549  5 49 6 3928
BA2 1094971056358637568.hashtags 1.33605442176870748326  .02040816326530612244  .01527494908350305498  1 49 60 3928
COVID19 1094971056358637568.hashtags 1.27468089709381986015  .18367346938775510204  .14409368635437881873  9 49 566 3928
ZeroCovid 1094971056358637568.hashtags 17.81405895691609979894  .08163265306122448979  .00458248472505091649  4 49 18 3928
WarCriminal 1094971056358637568.hashtags .37459469769216097637  .02040816326530612244  .05448065173116089613  1 49 214 3928
NYTimes 1094971056358637568.hashtags 66.80272108843537453925  .10204081632653061224  .00152749490835030549  5 49 6 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 119.03030303030303036416  .66666666666666666666  .00560081466395112016  6 9 22 3928
fluke_natouch 1095523459877068800.hashtags 67.14529914529914538896  .22222222222222222222  .00330957230142566191  2 9 13 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 119.03030303030303036416  .66666666666666666666  .00560081466395112016  6 9 22 3928
fluke_natouch 1095523459877068800.hashtags 67.14529914529914538896  .22222222222222222222  .00330957230142566191  2 9 13 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 119.03030303030303036416  .66666666666666666666  .00560081466395112016  6 9 22 3928
ไขมันของเจ้าแก้มก้อน 1095523459877068800.hashtags 290.96296296296296657575  .22222222222222222222  .00076374745417515274  2 9 3 3928
UWMAseries 1095523459877068800.hashtags 218.22222222222222350318  .11111111111111111111  .00050916496945010183  1 9 2 3928
เจ้าแก้มก้อน 1095523459877068800.hashtags 119.03030303030303036416  .66666666666666666666  .00560081466395112016  6 9 22 3928
ไขมันของเจ้าแก้มก้อน 1095523459877068800.hashtags 290.96296296296296657575  .22222222222222222222  .00076374745417515274  2 9 3 3928
COVID19 1096205507348623360.hashtags .50779970697233474103  .07317073170731707317  .14409368635437881873  3 41 566 3928
VoteFordOut2022 1096205507348623360.hashtags 5.63558106169296987140  .07317073170731707317  .01298370672097759674  3 41 51 3928
VoteThemAllOut2022 1096205507348623360.hashtags 4.16542948038176034245  .04878048780487804878  .01171079429735234215  2 41 46 3928
NeverVoteConservative 1096205507348623360.hashtags 2.35585765693722511013  .07317073170731707317  .03105906313645621181  3 41 122 3928
FlutruxKlan 1096205507348623360.hashtags 95.80487804878049024886  .02439024390243902439  .00025458248472505091  1 41 1 3928
TinfoilOfTheMonth 1096205507348623360.hashtags 95.80487804878049024886  .02439024390243902439  .00025458248472505091  1 41 1 3928
bcpoli 1096205507348623360.hashtags .46282549782019559329  .02439024390243902439  .05269857433808553971  1 41 207 3928
onpoli 1096205507348623360.hashtags 3.27538044611215342920  .09756097560975609756  .02978615071283095723  4 41 117 3928
VoteFordOut 1096205507348623360.hashtags 3.28098897427330437760  .12195121951219512195  .03716904276985743380  5 41 146 3928
cdnmedia 1096205507348623360.hashtags 9.58048780487804879909  .02439024390243902439  .00254582484725050916  1 41 10 3928
TorontoSun 1096205507348623360.hashtags 95.80487804878049024886  .02439024390243902439  .00025458248472505091  1 41 1 3928
Ford 1096205507348623360.hashtags 2.87414634146341463445  .21951219512195121951  .07637474541751527494  9 41 300 3928
VoteFordOut 1096205507348623360.hashtags 3.28098897427330437760  .12195121951219512195  .03716904276985743380  5 41 146 3928
onpoli 1096205507348623360.hashtags 3.27538044611215342920  .09756097560975609756  .02978615071283095723  4 41 117 3928
CdnMediaFailed 1096205507348623360.hashtags 10.64498644986449868424  .02439024390243902439  .00229124236252545824  1 41 9 3928
ONMediaFailed 1096205507348623360.hashtags 47.90243902439024418362  .02439024390243902439  .00050916496945010183  1 41 2 3928
DrEvil 1096205507348623360.hashtags 19.16097560975609759818  .02439024390243902439  .00127291242362525458  1 41 5 3928
COVID 1096205507348623360.hashtags .49067799256737765841  .09756097560975609756  .19882892057026476578  4 41 781 3928
COVID19 1096205507348623360.hashtags .50779970697233474103  .07317073170731707317  .14409368635437881873  3 41 566 3928
CovidIsNotOver 1096205507348623360.hashtags 2.55479674796747967574  .04878048780487804878  .01909368635437881873  2 41 75 3928
WearAMask 1096205507348623360.hashtags 3.99186991869918699243  .04878048780487804878  .01221995926680244399  2 41 48 3928
VoteFordOut2022 1096205507348623360.hashtags 5.63558106169296987140  .07317073170731707317  .01298370672097759674  3 41 51 3928
VoteThemAllOut2022 1096205507348623360.hashtags 4.16542948038176034245  .04878048780487804878  .01171079429735234215  2 41 46 3928
NeverVoteConservative 1096205507348623360.hashtags 2.35585765693722511013  .07317073170731707317  .03105906313645621181  3 41 122 3928
onpoli 1096205507348623360.hashtags 3.27538044611215342920  .09756097560975609756  .02978615071283095723  4 41 117 3928
WearAMask 1096205507348623360.hashtags 3.99186991869918699243  .04878048780487804878  .01221995926680244399  2 41 48 3928
MaskUp 1096205507348623360.hashtags 1.47392120075046904334  .02439024390243902439  .01654786150712830957  1 41 65 3928
Ontario 1096205507348623360.hashtags .81190574617610582889  .04878048780487804878  .06008146639511201629  2 41 236 3928
MarchBreak 1096205507348623360.hashtags 13.68641114982578401406  .02439024390243902439  .00178207739307535641  1 41 7 3928
travel 1096205507348623360.hashtags 3.83219512195121951361  .02439024390243902439  .00636456211812627291  1 41 25 3928
CovidIsNotOver 1096205507348623360.hashtags 2.55479674796747967574  .04878048780487804878  .01909368635437881873  2 41 75 3928
HateRally 1096205507348623360.hashtags 23.95121951219512209181  .02439024390243902439  .00101832993890020366  1 41 4 3928
ResignFord 1096205507348623360.hashtags 47.90243902439024418362  .02439024390243902439  .00050916496945010183  1 41 2 3928
Ford 1096205507348623360.hashtags 2.87414634146341463445  .21951219512195121951  .07637474541751527494  9 41 300 3928
FordFailedOntario 1096205507348623360.hashtags 4.79024390243902439954  .02439024390243902439  .00509164969450101832  1 41 20 3928
fordfailedthepeople 1096205507348623360.hashtags 95.80487804878049024886  .02439024390243902439  .00025458248472505091  1 41 1 3928
VoteFordOut2022 1096205507348623360.hashtags 5.63558106169296987140  .07317073170731707317  .01298370672097759674  3 41 51 3928
NeverVoteConservative 1096205507348623360.hashtags 2.35585765693722511013  .07317073170731707317  .03105906313645621181  3 41 122 3928
